# Table name/description: "Top500 Glycine (sym, no repet sec struct) B<30"
# Number of dimensions: 2
# For each dimension, 1 to 2: lower_bound  upper_bound  number_of_bins  wrapping
#   x1: -180.0 180.0 180 true
#   x2: -180.0 180.0 180 true
# List of table coordinates and values. (Value is last number on each line.)
-179.0 -179.0 0.1393850258057078
-179.0 -177.0 0.1371774926167577
-179.0 -175.0 0.13294001483006007
-179.0 -173.0 0.12695762328764157
-179.0 -171.0 0.11953279666283552
-179.0 -169.0 0.11110970740853789
-179.0 -167.0 0.10202262776854032
-179.0 -165.0 0.0926365003766605
-179.0 -163.0 0.08335937784850188
-179.0 -161.0 0.07457798941964303
-179.0 -159.0 0.06647174409329652
-179.0 -157.0 0.05900878092058412
-179.0 -155.0 0.052085407495125594
-179.0 -153.0 0.045828348874280465
-179.0 -151.0 0.04030349945905111
-179.0 -149.0 0.03541450623709134
-179.0 -147.0 0.03113007411124787
-179.0 -145.0 0.02736521505849686
-179.0 -143.0 0.024134293455025987
-179.0 -141.0 0.021424468934456115
-179.0 -139.0 0.019150468917483343
-179.0 -137.0 0.01724912301890912
-179.0 -135.0 0.015614543521488482
-179.0 -133.0 0.014167372350993615
-179.0 -131.0 0.012883951253819165
-179.0 -129.0 0.011755728125431944
-179.0 -127.0 0.01075780466217305
-179.0 -125.0 0.00983641483303112
-179.0 -123.0 0.008980950732839254
-179.0 -121.0 0.008211141428942184
-179.0 -119.0 0.0075220686832853665
-179.0 -117.0 0.006921601169254522
-179.0 -115.0 0.006408402228290448
-179.0 -113.0 0.005952666455425729
-179.0 -111.0 0.005545932138403518
-179.0 -109.0 0.005185356903690729
-179.0 -107.0 0.004862616122122006
-179.0 -105.0 0.004564920998482835
-179.0 -103.0 0.004288757745336361
-179.0 -101.0 0.004039235635642896
-179.0 -99.0 0.003814076660606659
-179.0 -97.0 0.0036075093091284664
-179.0 -95.0 0.0034103149420186578
-179.0 -93.0 0.003223904027294204
-179.0 -91.0 0.003052351321757776
-179.0 -89.0 0.002898538150826816
-179.0 -87.0 0.00276587695338793
-179.0 -85.0 0.002655842342838717
-179.0 -83.0 0.0025662076570478402
-179.0 -81.0 0.0024938974744328065
-179.0 -79.0 0.0024368244108599825
-179.0 -77.0 0.002390261247722327
-179.0 -75.0 0.0023533862928342077
-179.0 -73.0 0.0023272884268707955
-179.0 -71.0 0.0023125090015602623
-179.0 -69.0 0.002304583023793415
-179.0 -67.0 0.0022999132349810843
-179.0 -65.0 0.0022964180228719276
-179.0 -63.0 0.002292154705488572
-179.0 -61.0 0.0022841160455773905
-179.0 -59.0 0.002274419649355113
-179.0 -57.0 0.00226406159673196
-179.0 -55.0 0.002251730706956639
-179.0 -53.0 0.0022359044704646186
-179.0 -51.0 0.002221173971934887
-179.0 -49.0 0.0022079929019376845
-179.0 -47.0 0.0021966093491416643
-179.0 -45.0 0.002186674899244028
-179.0 -43.0 0.002176984124411048
-179.0 -41.0 0.0021670660342018523
-179.0 -39.0 0.0021573199829829906
-179.0 -37.0 0.0021499291879661904
-179.0 -35.0 0.0021476283309369514
-179.0 -33.0 0.002152962327864517
-179.0 -31.0 0.0021644652268527497
-179.0 -29.0 0.002182293789055773
-179.0 -27.0 0.0022080135618600407
-179.0 -25.0 0.0022397791440923933
-179.0 -23.0 0.002277015557645144
-179.0 -21.0 0.0023219844733481806
-179.0 -19.0 0.0023709290647365455
-179.0 -17.0 0.0024213400685135036
-179.0 -15.0 0.0024725723256574673
-179.0 -13.0 0.0025265511681339843
-179.0 -11.0 0.0025823207048750445
-179.0 -9.0 0.0026351442462113567
-179.0 -7.0 0.0026809546362374266
-179.0 -5.0 0.002718132345936791
-179.0 -3.0 0.002745215974974257
-179.0 -1.0 0.002762854098404601
-179.0 1.0 0.0027686534668763816
-179.0 3.0 0.002761880965907239
-179.0 5.0 0.002743556922805176
-179.0 7.0 0.00271454690701175
-179.0 9.0 0.0026767390056006497
-179.0 11.0 0.0026338737081233296
-179.0 13.0 0.0025894425754263476
-179.0 15.0 0.002544672355914381
-179.0 17.0 0.0025009154408075374
-179.0 19.0 0.0024602566317101777
-179.0 21.0 0.002422557074791275
-179.0 23.0 0.0023908155129263673
-179.0 25.0 0.0023648305340501705
-179.0 27.0 0.0023450553013751444
-179.0 29.0 0.0023325604164457564
-179.0 31.0 0.0023266237506511405
-179.0 33.0 0.002327224772401547
